,author_id,name,top_subjects,work_count,ratings_average,ratings_sortable,ratings_count,ratings_count_1,ratings_count_2,ratings_count_3,ratings_count_4,ratings_count_5,want_to_read_count,already_read_count,currently_reading_count,readinglog_count
43,OL13737591A,Dostoevsky Fyodor Dostoyevsky,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,OL13593589A,"Dostoevsky, Fyodor; Garnett, Constance (translator)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,OL234426A,Jordan B. Peterson,"['Conduct of life', 'Political correctness', 'self-help', 'psychology', 'psychiatry', 'nyt:advice-how-to-and-miscellaneous=2021-03-21', 'mythology', 'Social history, 21st century', 'Social', 'Signification (Psychologie)']",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,OL13532537A,Jordan Peterson,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,OL1332449A,Ruth Jordan Peterson,"['William Thomas Jordon', 'Samuel Hill (1857-1931)', 'Ruth Jordan Peterson', 'Oregon', 'Maryhill (Wash.)', 'History', 'Columbia River Valley', 'Biography']",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,OL13241829A,Jordan B. Peterson,['Self-help techniques'],5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,OL11269031A,Peterson JORDAN,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,OL12190122A,Jordan B. Peterson,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,OL12307791A,Carl Jung,"['Jungian psychology', 'Transference (psychology)', 'Symbolism (psychology)', 'Subconsciousness', 'Spirituality', 'Sex (psychology)', 'Self', 'Schizophrenia', 'Religion', 'Psychoanalysis and literature']",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,OL7409772A,Carl Jung,"['Therapy', 'Orthodontics', 'Malocclusion', 'Jaw Abnormalities']",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,OL17370A,Carl Gustav Jung,"['Psychoanalysis', 'Psychology', 'Subconsciousness', 'Jung, c. g. (carl gustav), 1875-1961', 'Psychanalyse', 'C. G. Jung (1875-1961)', 'Jungian psychology', 'Symbolism', 'Dreams', 'Religious Psychology']",2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,OL10870881A,Carl Gustav Jung,"['Spirituality', 'Philosophy']",119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,OL11508556A,Carl G. Jung,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,OL12337056A,Jung C G (Carl Gustav),,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,OL10863949A,C. G. (Carl Gustav) Jung,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,OL10975910A,Carl Gustav jung,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,OL11142178A,Carl C. Jung,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,OL12501374A,C.G. (Carl Gustav) Jung,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,OL11481128A,"JUNG, Carl G., M.D.",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,OL12356932A,C. G. (Carl Gustav) 1875-1961 Jung,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,OL11519044A,C. G. (Carl G.) Jung,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,OL14667974A,Carl Gustav Carl Gustav Jung,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,OL11422368A,edited with and introduction Carl G Jung,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,OL14540018A,Carl Gustav Jung Richard Wilhelm,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,OL12506868A,"Jung, Carl G. (Editor), von Franz, M. -L. (Editor), Freeman, John (Editor)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,OL12699609A,II Proemio de Carl G. Jung. Presentación de A. Ortiz-Osés E. Neumann,,1.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,OL12699612A,II Proemio de Carl G. Jung. Presentación de A. Ortiz-Osés E. Neumann,,1.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,OL11416883A,Viktor Frankl,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,OL12509170A,viktor frankl,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,OL6200391A,Viktor E. Frankl,"['Logotherapy', 'Psychotherapy', 'Existentialism', 'Meaning (Psychology)', 'Existential psychology', 'Psychological aspects', 'Psychoanalysis', 'Meaning (psychology)', 'Logotherapie', 'Existential psychotherapy']",440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,OL12180079A,Viktor E. Frankl,"['Psychotherapy', 'Psychology and religion', 'Meaning (psychology)', 'Logotherapy']",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,OL11449344A,Viktor Emil Frankl,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,OL11485807A,Viktor E Frankl,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,OL12505114A,M.D. Viktor E. Frankl,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,OL12602767A,Asociación Viktor E. Frankl,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,OL12650941A,Aleksandra Wolnicka Viktor E. Frankl,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,OL11486281A,Richard & Clara Frankl Viktor E.; Winston,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,OL11533509A,Viktor E. & Robert M. Nelson & Norman Vincent Peale & Rabbi Andre Unger Frankl,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,OL11520048A,"Friedman, Maurice, Editor; selections by Heracleitus; Eckhart, Meister; Nietzsche, Friedrich; Frankl, Viktor; Heidegger...",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,OL119580A,Arthur Schopenhauer,"['Philosophy', 'Arthur Schopenhauer (1788-1860)', 'Will', 'Conduct of life', 'Ethics', 'German Philosophy', 'Theory of Knowledge', 'Idea (Philosophy)', 'Free will and determinism', '19th century']",527.0,3.6,3.183165,30.0,2.0,3.0,7.0,11.0,7.0,460.0,45.0,42.0,547.0
83,OL6911532A,Arthur Schopenhauer,"['Philosophy', 'Science: general issues', 'Physiology', 'Pessimism', 'Natural history', 'History of science', 'History', 'Fiction, short stories (single author)', 'Fiction, general', 'Will']",1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,OL13633140A,Arthur Schopenhauer Staff,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,OL5081016A,Arthur Schopenhauer Keller,"['Sovereignty', 'Politics and government', 'History', 'Europe', 'Colonization']",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,OL11456600A,Arthur Schopenhauer Thomas Mann,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,OL7021878A,Arthur Schopenhauer and Philipp Otto Runge translator: georg stahl,"['philosophy', 'de Stijl', 'color theory', 'Wolgast', 'Vision', 'Utrecht', 'Reinhold Heller', 'Philipp Otto Runge', 'Paul Klee', 'Johannes Itten']",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,OL11996310A,Arthur Ictor Schopenhauer,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,OL13504133A,"Schopenhauer, Arthur, Frauenstädt, Julius",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,OL3210359A,"Arthur; Moreno Claros, Luis Fernando Schopenhauer",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,OL11531969A,"Schopenhauer, Arthur; Durant, Will -Ed; Mann, Thomas -Intro",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,OL20157A,Friedrich Nietzsche,"['Philosophy', 'Friedrich Wilhelm Nietzsche (1844-1900)', 'Nietzsche, friedrich wilhelm, 1844-1900', 'Ethics', 'German Philosophy', 'Philosophy, german', 'Richard Wagner (1813-1883)', '19th century', 'Philosophers', 'Tragedy']",2164.0,3.9538462,3.7895875,130.0,0.0,9.0,25.0,59.0,37.0,1698.0,200.0,96.0,1994.0
93,OL10216296A,Friedrich Nietzsche Wilhelm,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,OL6616745A,Friedrich Nietzsche Society. Conference,"['Tradition (philosophy)', 'Tradition (Philosophy)', 'Philosophy, german', 'Nietzsche, friedrich wilhelm, 1844-1900', 'German Philosophy', 'Friedrich Wilhelm Nietzsche (1844-1900)', 'Congresses', '19th century', 'Time', 'Philosophy']",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,OL11310231A,Friedrich NIETZSCHE (1844 - 1900),,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,OL13595170A,Friedrich Nietzsche / Walter Kaufman,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,OL12207255A,Friedrich Nietzsche; Alfred Baeumler,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,OL10812730A,"Lao Tzu, Friedrich Nietzsche, James Allen, Kahlil Gibran",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,OL9900953A,"Ralph Waldo Emerson, Marcel Mauss, Emile Benveniste, Friedrich Nietzsche, …",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,OL6785655A,"Convegno internazionale Friedrich Nietzsche, edizioni e interpretazioni (2003 Lecce, Italy)","['Influence', 'Friedrich Wilhelm Nietzsche (1844-1900)', 'Congresses']",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,OL9944171A,NIETZSCHE FRIEDRICH,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,OL12685993A,NIETZSCHE FRIEDRICH WILHELM,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,OL12685994A,NIETZSCHE FRIEDRICH WILHELM,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,OL12632486A,Friedrich Wilhelm NIETZSCHE,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,OL11163193A,nietzsche friedrich wilhelm,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,OL9912912A,Friedrich W. Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,OL14561942A,Nietzsche Nietzsche Friedrich,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,OL14480638A,Nietzsche Friedrich,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,OL11532015A,"Nietzsche, Friedrich Wilhelm Nietzsche, Friedrich Wilhelm, ; Kaufmann, Walter Arnold,",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,OL13507146A,Friedrich August Ludwig Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,OL10047240A,Aarni Kouta Friedrich Wilhelm Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,OL13212621A,"Nietzsche, Friedrich, Institute, Original Thinkers",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,OL12521598A,Fritz Koegel Friedrich Wilhelm Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,OL9954828A,Friedrich Wilhelm Nietzsche Osman Derinsu,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,OL14614617A,Friedrich Wilhelm Nietzsche Wilhelm Nietzsche,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,OL13835564A,Friedrich Wilhelm Nietzsche,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,OL14576381A,Wilhelm Nietzsche Friedrich,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,OL14446466A,Nietzsche Friedrich Wilhelm,,0.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,OL11470658A,Friedrich; edited by Walter Kaufmann Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,OL13591357A,"Nietzsche, Friedrich Wilhelm, Mencken, Henry Louis",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,OL12794008A,"Nietzsche, Friedrich Wilhelm) Komkroff, Manuel Ed",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,OL13592544A,"Nietzsche, Friedrich Wilhelm) Collins, Adrian (trans)",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,OL11520525A,Friedrich Wilhelm (1844-1900). Adrian Collins (Transl. ) Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,OL9953611A,"Mustafa Bahar, Nevruz Kýran Oksuz, Friedrich Wilhelm Nietzsche",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,OL11522686A,"Nietzsche, Friedrich, Translated from the German By Thomas Common",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,OL12492315A,F. W. (Friedrich Wilhelm); H. L. Mencken (transl.) Nietzsche,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,OL12593300A,"Nietzsche, Friedrich (1844-1900) Traductor/a Río Herrmann, Alejandro del",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,OL11520048A,"Friedman, Maurice, Editor; selections by Heracleitus; Eckhart, Meister; Nietzsche, Friedrich; Frankl, Viktor; Heidegger...",,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,OL7524018A,Jocko Willink,"[""Children's fiction"", 'Self-help techniques', 'New York Times bestseller', 'Leadership', 'United states, navy, seals', 'United states, navy, biography', 'United States', 'Iraq war, 2003-2011, personal narratives', 'United States. Navy. SEALs. Task Unit Bruiser', 'United States. Navy. SEALs']",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,OL12059113A,Willink Jocko,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,OL2631291A,Bell Hooks,"['United States', 'Love', 'African Americans', 'SOCIAL SCIENCE', 'African American women', 'Social conditions', 'Feminism', 'Race relations', 'Minority Studies', 'Discrimination & Race Relations']",70.0,4.0,3.7141995,62.0,1.0,4.0,12.0,22.0,23.0,2003.0,123.0,72.0,2198.0
132,OL13673221A,bell hooks,"['Feminism', 'African american women', 'United states, race relations', 'Sex role', 'African americans, social conditions', 'African americans, race identity', 'Political science, united states', 'Oppression (psychology)', 'Feminist theory', 'African americans, intellectual life']",9.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
133,OL13660647A,Bell Hooks,"['United States', 'Underground press publications', 'Social conditions', 'Racism', 'Publishers and publishing', 'Feminism', 'Biography', 'Bell Hooks', 'Authors and publishers', 'African American women']",9.0,0.0,2.047372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,OL2630409A,Esther Perel,"['Man-woman relationships', 'Érotisme', 'nyt:combined-print-and-e-book-nonfiction=2017-10-29', 'Trouble sexuel', 'Sexualité dans le couple', 'Sexualité (psychologie)', 'Sexualité', 'Sexual excitement', 'Sexual desire disorders', 'Sexual behavior']",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,OL13532629A,Esther Perel,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,OL63285A,Simone de Beauvoir,"['Simone de Beauvoir (1908-1986)', 'French Authors', '20th century', 'France', 'Biography', 'Beauvoir, simone de, 1908-1986', 'Women', 'Continental european fiction (fictional works by one author)', 'Fiction, general', 'Fiction']",536.0,3.8285713,3.356105,35.0,5.0,1.0,5.0,8.0,16.0,1251.0,55.0,83.0,1389.0
137,OL13681909A,Simone De Beauvoir,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,OL13738836A,Simone de Beauvoir,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,OL11421575A,Simone De Beauvoir Patrick O'Brian,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,OL11608441A,Simone de Beauvoir; Mizuho Aoyagi,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,OL6725243A,"Coloquio ""Simone de Beauvoir y los Estudios de Género"" (2008 Lima, Peru)","['Simone de Beauvoir (1908-1986)', 'Literature', 'History and criticism', 'Feminism', 'Criticism and interpretation', 'Congresses']",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,OL5231027A,Interdisciplinary Workshop Women and Development : Alternative Approaches (1987 Institut Simone de Beauvoir),"['Women in development', 'Women', 'Employment', 'Effect of technological innovations on', 'Developing countries']",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,OL6965271A,"International Conference, Breaking the Silence: Reading Virginia Woolf, Simone de Beauvoir, and Ashapurna Devi (2009 Women's Studies Research Centre, University of Calcutta)","['Feminism in literature', 'Feminism and literature', 'Criticism and interpretation', 'Congresses']",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
